src_id,relation,dst_id
Th_POL-00509,event-target-person-subjectPerson,PER-00183
Th_POL-00510,event-target-person-relatedPerson,PER-00183
Th_POL-00512,event-target-organization-subjectOrganization,ORG-00203
Th_POL-00513,event-target-person-relatedPerson,PER-00116
Th_POL-00515,event-target-person-relatedPerson,PER-00183
Th_POL-00515,event-target-organization-subjectOrganization,ORG-00305
Th_POL-00516,event-target-person-subjectPerson,PER-00183
Th_POL-00520,event-target-person-subjectPerson,PER-00183
Th_POL-00521,event-target-person-subjectPerson,PER-00183
Th_POL-00522,event-target-organization-subjectOrganization,ORG-00305
Th_POL-00522,event-target-organization-relatedOrganization,ORG-00048
Th_POL-00523,event-target-person-subjectPerson,PER-00183
Th_POL-00523,event-target-organization-relatedOrganization,ORG-00048
Th_POL-00524,event-target-person-subjectPerson,PER-00010
Th_POL-00524,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00525,event-target-person-subjectPerson,PER-00010
Th_POL-00525,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00526,event-target-organization-subjectOrganization,ORG-00048
Th_POL-00527,event-target-person-subjectPerson,PER-00010
Th_POL-00527,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00528,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00529,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00530,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00531,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00533,event-target-organization-relatedOrganization,ORG-00048
Th_POL-00534,event-target-organization-relatedOrganization,ORG-00048
Th_POL-00535,event-target-organization-relatedOrganization,ORG-00069
Th_POL-00535,event-target-organization-relatedOrganization,ORG-00048
Th_POL-00537,event-target-person-subjectPerson,PER-00253
Th_POL-00540,event-target-person-subjectPerson,PER-00183
Th_POL-00541,event-target-person-subjectPerson,PER-00032
Th_POL-00541,event-target-person-relatedPerson,PER-00183
Th_POL-00542,event-target-person-subjectPerson,PER-00183
Th_MIL-00099,event-target-organization-relatedOrganization,ORG-00132
Th_MIL-00102,event-target-organization-relatedOrganization,ORG-00093
Th_MIL-00102,event-target-person-subjectPerson,PER-00034
Th_MIL-00103,event-target-person-subjectPerson,PER-00034
Th_MIL-00104,event-target-organization-relatedOrganization,ORG-00093
Th_MIL-00105,event-target-organization-relatedOrganization,ORG-00093
Th_MIL-00106,event-target-organization-relatedOrganization,ORG-00093
Th_POL-00543,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00544,event-target-organization-relatedOrganization,ORG-00337
Th_POL-00545,event-target-organization-relatedOrganization,ORG-00337
Th_POL-00546,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00548,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00549,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00550,event-target-organization-subjectOrganization,ORG-00048
Th_POL-00551,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00552,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00555,event-target-organization-relatedOrganization,ORG-00203
Th_POL-00556,event-target-person-relatedPerson,PER-00116
Th_POL-00557,event-target-person-relatedPerson,PER-00183
Th_POL-00558,event-target-person-subjectPerson,PER-00183
Th_POL-00563,event-target-person-relatedPerson,PER-00183
Th_POL-00567,event-target-person-relatedPerson,PER-00183
Th_POL-00568,event-target-person-subjectPerson,PER-00183
Th_POL-00574,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00575,event-target-organization-subjectOrganization,ORG-00048
Th_POL-00576,event-target-organization-subjectOrganization,ORG-00048
Th_POL-00577,event-target-organization-subjectOrganization,ORG-00048
Th_POL-00578,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00584,event-target-person-subjectPerson,PER-00183
Th_POL-00585,event-target-person-relatedPerson,PER-00183
Th_POL-00586,event-target-person-relatedPerson,PER-00183
Th_POL-00587,event-target-person-relatedPerson,PER-00183
Th_POL-00588,event-target-person-relatedPerson,PER-00183
Th_POL-00589,event-target-person-subjectPerson,PER-00183
Th_POL-00590,event-target-person-subjectPerson,PER-00183
Th_POL-00599,event-target-person-subjectPerson,PER-00010
Th_POL-00599,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00600,event-target-person-subjectPerson,PER-00183
Th_POL-00601,event-target-person-subjectPerson,PER-00010
Th_POL-00601,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00602,event-target-person-subjectPerson,PER-00010
Th_POL-00602,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00603,event-target-person-leaderOrSpokesperson,PER-00010
Th_POL-00603,event-target-organization-relatedOrganization,ORG-00049
Th_POL-00604,event-target-person-subjectPerson,PER-00183
Th_POL-00605,event-target-person-leaderOrSpokesperson,PER-00010
Th_POL-00605,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00606,event-target-person-leaderOrSpokesperson,PER-00010
Th_POL-00606,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00607,event-target-person-leaderOrSpokesperson,PER-00010
Th_POL-00607,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00608,event-target-organization-relatedOrganization,ORG-00049
Th_POL-00609,event-target-person-leaderOrSpokesperson,PER-00010
Th_POL-00609,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00610,event-target-person-relatedPerson,PER-00183
Th_POL-00612,event-target-organization-relatedOrganization,ORG-00203
Th_POL-00613,event-target-person-relatedPerson,PER-00116
Th_POL-00614,event-target-person-relatedPerson,PER-00183
Th_POL-00615,event-target-person-subjectPerson,PER-00183
Th_POL-00618,event-target-organization-relatedOrganization,ORG-00073
Th_POL-00619,event-target-person-relatedPerson,PER-00183
Th_POL-00621,event-target-person-relatedPerson,PER-00183
Th_POL-00631,event-target-person-subjectPerson,PER-00183
Th_POL-00632,event-target-person-relatedPerson,PER-00183
Th_POL-00634,event-target-person-relatedPerson,PER-00183
Th_POL-00636,event-target-person-subjectPerson,PER-00183
Th_POL-00637,event-target-person-subjectPerson,PER-00183
Th_POL-00638,event-target-person-subjectPerson,PER-00183
Th_POL-00639,event-target-person-subjectPerson,PER-00183
Th_POL-00640,event-target-person-subjectPerson,PER-00183
Th_POL-00643,event-target-organization-relatedOrganization,ORG-00203
Th_POL-00644,event-target-person-relatedPerson,PER-00116
Th_POL-00644,event-target-organization-relatedOrganization,ORG-00072
Th_POL-00646,event-target-person-subjectPerson,PER-00183
Th_POL-00647,event-target-organization-relatedOrganization,ORG-00072
Th_POL-00651,event-target-person-subjectPerson,PER-00183
Th_POL-00652,event-target-person-subjectPerson,PER-00010
Th_POL-00652,event-target-organization-subjectOrganization,ORG-00049
Th_POL-00653,event-target-person-subjectPerson,PER-00183
Th_POL-00654,event-target-person-subjectPerson,PER-00032
Th_POL-00654,event-target-person-relatedPerson,PER-00183
Th_POL-00655,event-target-person-subjectPerson,PER-00032
Th_POL-00655,event-target-person-relatedPerson,PER-00183
Th_POL-00656,event-target-person-subjectPerson,PER-00183
Th_POL-00656,event-target-person-relatedPerson,PER-00032
Th_POL-00657,event-target-person-subjectPerson,PER-00032
Th_POL-00657,event-target-person-relatedPerson,PER-00183
Th_POL-00658,event-target-person-subjectPerson,PER-00032
Th_POL-00658,event-target-person-relatedPerson,PER-00183
Th_POL-00658,event-target-organization-relatedOrganization,ORG-00048
Th_POL-00659,event-target-person-subjectPerson,PER-00183
Th_POL-00659,event-target-person-relatedPerson,PER-00032
Th_POL-00659,event-target-organization-relatedOrganization,ORG-00048
Th_POL-00660,event-target-person-subjectPerson,PER-00032
Th_POL-00660,event-target-organization-relatedOrganization,ORG-00048
Th_POL-00662,event-target-organization-relatedOrganization,ORG-00025
Th_POL-00664,event-target-person-relatedPerson,PER-00183
Th_POL-00665,event-target-person-subjectPerson,PER-00183
Th_POL-00666,event-target-person-subjectPerson,PER-00219
Th_POL-00669,event-target-organization-relatedOrganization,ORG-00048
Th_POL-00671,event-target-person-subjectPerson,PER-00183
Th_POL-00675,event-target-person-relatedPerson,PER-00183
Th_POL-00676,event-target-person-subjectPerson,PER-00183
Th_POL-00678,event-target-person-subjectPerson,PER-00183
Th_POL-00679,event-target-person-subjectPerson,PER-00183
Th_POL-00680,event-target-organization-relatedOrganization,ORG-00048
Th_POL-00681,event-target-person-relatedPerson,PER-00183
Th_POL-00682,event-target-person-subjectPerson,PER-00183
Th_POL-00684,event-target-person-subjectPerson,PER-00183
Th_POL-00686,event-target-organization-subjectOrganization,ORG-00030
Th_POL-00686,event-target-person-relatedPerson,PER-00183
Th_POL-00689,event-target-person-subjectPerson,PER-00051
Th_POL-00690,event-target-person-subjectPerson,PER-00051
Th_POL-00693,event-target-person-subjectPerson,PER-00051
Th_POL-00694,event-target-person-subjectPerson,PER-00051
Th_POL-00696,event-target-organization-subjectOrganization,ORG-00030
Th_MIL-00108,event-target-organization-relatedOrganization,ORG-00048
Th_MIL-00110,event-target-organization-relatedOrganization,ORG-00048
Th_MIL-00111,event-target-organization-subjectOrganization,ORG-00048
Th_MIL-00112,event-target-organization-relatedOrganization,ORG-00048
Th_ECON-00134,event-target-facility-occursAtAirport,AIR-00016
Th_ECON-00138,event-target-person-relatedPerson,PER-00209
Th_ECON-00139,event-target-person-relatedPerson,PER-00209
Th_ECON-00140,event-target-organization-relatedOrganization,ORG-00048
Th_ECON-00144,event-target-organization-relatedOrganization,ORG-00031
Th_POL-00697,event-target-person-subjectPerson,PER-00183
Th_POL-00698,event-target-person-subjectPerson,PER-00032
Th_POL-00699,event-target-person-subjectPerson,PER-00032
Th_POL-00700,event-target-person-subjectPerson,PER-00032
Th_POL-00701,event-target-person-subjectPerson,PER-00032
Th_POL-00702,event-target-person-subjectPerson,PER-00032
Th_POL-00702,event-target-organization-subjectOrganization,ORG-00025
Th_POL-00702,event-target-person-relatedPerson,PER-00183
Th_POL-00703,event-target-person-subjectPerson,PER-00183
Th_POL-00704,event-target-person-subjectPerson,PER-00032
Th_POL-00704,event-target-organization-subjectOrganization,ORG-00025
Th_POL-00704,event-target-person-relatedPerson,PER-00183
Th_POL-00705,event-target-person-subjectPerson,PER-00183
Th_POL-00706,event-target-person-subjectPerson,PER-00032
Th_POL-00706,event-target-organization-subjectOrganization,ORG-00025
Th_POL-00706,event-target-person-relatedPerson,PER-00183
Th_POL-00713,event-target-organization-relatedOrganization,ORG-00318
Th_POL-00715,event-target-organization-relatedOrganization,ORG-00049
Th_POL-00716,event-target-person-subjectPerson,PER-00051
Th_ECON-00162,event-target-person-subjectPerson,PER-00230
Th_MIL-00113,event-target-person-subjectPerson,PER-00183
Th_MIL-00113,event-target-organization-relatedOrganization,ORG-00048
Th_MIL-00114,event-target-person-subjectPerson,PER-00183
Th_MIL-00114,event-target-organization-relatedOrganization,ORG-00048
Th_MIL-00115,event-target-person-subjectPerson,PER-00183
Th_POL-00717,event-target-person-subjectPerson,PER-00183
Th_POL-00718,event-target-person-subjectPerson,PER-00183
Th_POL-00719,event-target-person-subjectPerson,PER-00183
Th_POL-00720,event-target-person-subjectPerson,PER-00183
Th_POL-00721,event-target-person-subjectPerson,PER-00183
Th_ECON-00168,event-target-person-subjectPerson,PER-00051
Th_POL-00722,event-target-person-subjectPerson,PER-00032
Th_POL-00723,event-target-person-subjectPerson,PER-00032
Th_POL-00724,event-target-person-subjectPerson,PER-00032
Th_POL-00725,event-target-person-subjectPerson,PER-00032
Th_POL-00726,event-target-person-subjectPerson,PER-00032
Th_POL-00731,event-target-organization-relatedOrganization,ORG-00048
Th_POL-00732,event-target-organization-relatedOrganization,ORG-00048
